datetime,barometric_pressure,barometric_pressure(sensor)
2024/7/29 16:00,997.5,998.3
2024/7/29 17:00,997.6,998.4
2024/7/29 18:00,998.1,998.3
2024/7/29 19:00,998.4,998.7
2024/7/29 20:00,998.5,999.1
2024/7/29 21:00,998.2,998.9
2024/7/29 22:00,998,998.6
2024/7/29 23:00,997.7,998.2
2024/7/30 0:00,997.1,997.9
2024/7/30 1:00,996.8,997.5
2024/7/30 2:00,996.7,996.9
2024/7/30 3:00,996.9,996.8
2024/7/30 4:00,996.9,997
2024/7/30 5:00,997.1,997.2
2024/7/30 6:00,997.3,997.4
2024/7/30 7:00,997.3,997.5
2024/7/30 8:00,997.8,997.3
2024/7/30 9:00,997.6,998
2024/7/30 10:00,997.2,998
2024/7/30 11:00,996.9,997.7
2024/7/30 12:00,996.6,997.1
2024/7/30 13:00,996.7,997.2
2024/7/30 14:00,997,997.1
2024/7/30 15:00,996.8,997.5
2024/7/30 16:00,996.7,997.9
2024/7/30 17:00,997,997.8
2024/7/30 18:00,997.5,998.1
2024/7/30 19:00,997.9,998.3
2024/7/30 20:00,998.3,998.6
2024/7/30 21:00,998.5,998.6
2024/7/30 22:00,998.2,998.8
2024/7/30 23:00,998.2,998.7
2024/7/31 0:00,998,998.6
2024/7/31 1:00,998,998.4
2024/7/31 2:00,998.3,998.4
2024/7/31 3:00,998.6,998.7
2024/7/31 4:00,999.2,999
2024/7/31 5:00,999.4,999.5
2024/7/31 6:00,999.9,999.7
2024/7/31 7:00,999.7,1000.1
2024/7/31 8:00,999.7,1000.2
2024/7/31 9:00,999.8,1000.2
2024/7/31 10:00,999.6,1000.1
2024/7/31 11:00,999.1,1000
2024/7/31 12:00,998.8,999.6
2024/7/31 13:00,998.7,999.2
2024/7/31 14:00,998.5,999.1
2024/7/31 15:00,998.6,999.1
2024/7/31 16:00,999.6,999
2024/7/31 17:00,1000.3,999.1
2024/7/31 18:00,1001.5,1001.2
2024/7/31 19:00,1002.5,1002.4
2024/7/31 20:00,1002.7,1002.5
2024/7/31 21:00,1002.7,1002.9
2024/7/31 22:00,1002.6,1003
2024/7/31 23:00,1002.4,1002.8
